ID;VALUE;TIMESTAMP
0;0.000000;53199
1;0.000000;53200
2;0.000000;53201
3;0.000000;53202
4;0.000000;53203
5;0.000000;53204
6;0.000000;53205
7;0.000000;53206
8;0.000000;53207
9;0.000000;53208
10;0.000000;53209
11;0.000000;53210
12;0.000000;53211
13;0.000000;53212
14;0.000000;53213
15;0.000000;53214
16;0.000000;53215
17;0.000000;53216
18;0.000000;53217
19;0.000000;53218
20;0.000000;53219
21;0.000000;53220
22;0.000000;53221
23;0.000000;53222
24;0.000000;53223
25;0.000000;53224
26;0.000000;53225
27;0.000000;53226
28;0.000000;53227
29;0.000000;53228
30;0.000000;53229
31;0.000000;53230
32;0.000000;53231
33;0.000000;53232
34;0.000000;53233
35;0.000000;53234
36;0.000000;53235
37;0.000000;53236
38;0.000000;53237
39;0.000000;53238
40;0.000000;53239
41;0.000000;53240
42;0.000000;53241
43;0.000000;53242
44;0.000000;53243
45;0.000000;53244
46;0.000000;53245
47;0.000000;53246
48;0.000000;53247
49;0.000000;53248
50;0.000000;53249
51;0.000000;53250
52;0.000000;53251
53;0.000000;53252
54;0.000000;53253
55;0.000000;53254
56;0.000000;53255
57;0.000000;53256
58;0.000000;53257
59;0.000000;53258
60;0.000000;53259
61;0.000000;53260
62;0.000000;53261
63;0.000000;53262
64;0.000000;53263
65;0.000000;53264
66;0.000000;53265
67;0.000000;53266
68;0.000000;53267
69;0.000000;53268
70;0.000000;53269
71;0.000000;53270
72;0.000000;53271
73;0.000000;53272
74;0.000000;53273
75;0.000000;53274
76;0.000000;53275
77;0.000000;53276
78;0.000000;53277
79;0.000000;53278
80;0.000000;53279
81;0.000000;53280
82;0.000000;53281
83;0.000000;53282
84;0.000000;53283
85;0.000000;53284
86;0.000000;53285
87;0.000000;53286
88;0.000000;53287
89;0.000000;53288
90;0.000000;53289
91;0.000000;53290
92;0.000000;53291
93;0.000000;53292
94;0.000000;53293
95;0.000000;53294
96;0.000000;53295
97;0.000000;53296
98;0.000000;53297
99;0.000000;53298
100;0.000000;53299
101;0.000000;53300
102;0.000000;53301
103;0.000000;53302
104;0.000000;53303
105;0.000000;53304
106;0.000000;53305
107;0.000000;53306
108;0.000000;53307
109;0.000000;53308
110;0.000000;53309
111;0.000000;53310
112;0.000000;53311
